user_id,input_cnt,valid_input_cnt,correct_cnt,odd_input_cnt,correct_rate,rank,score,work_time
665874426,35,34,34,0,1,4585,0.784866330155169,6.91666666666667
666287533,65,65,65,0,1,2339,0.889091418956814,3.91666666666667
666486289,23,23,23,0,1,6089,0.709197980931015,9.15
666635233,51,51,51,0,1,3055,0.855767433165078,4.65
666768376,77,77,77,0,1,1932,0.908954944849505,6.18333333333333
667041533,8,8,8,0,1,10474,0.496027294821462,2.55
667129381,18,18,18,0,1,7192,0.656524584034399,0.983333333333333
667179552,12,12,12,0,1,8924,0.571555430921668,2.26666666666667
667320845,599,586,585,0,0.998293515358362,16883,0.210974013834362,177.833333333333
667383440,3,2,2,0,1,14620,0.309169938306225,1.13333333333333
667493635,12,12,12,0,1,8924,0.571555430921668,1.85
668016504,55,55,55,0,1,2822,0.867264909328846,2.48333333333333
668327592,4,4,4,0,1,12531,0.392269583099645,0.483333333333333
668468256,6,1,1,0,1,16523,0.226070293512806,0.383333333333333
669042979,3,2,2,1,1,14620,0.309169938306225,0.516666666666667
669068094,158,105,104,0,0.990476190476191,18079,0.155075715086932,241.7
669352939,2,2,2,0,1,13960,0.316788184707422,0.383333333333333
669749785,51,51,51,0,1,3055,0.855767433165078,1027.75
670153038,21,21,21,0,1,6499,0.688539914002617,0.766666666666667
670205070,5,5,5,0,1,11954,0.421620863712844,0.9
670680286,28,27,27,1,1,5512,0.74065245840344,359.516666666667
670981113,6,5,5,1,1,12377,0.417648158534305,1.16666666666667
671323498,200,200,200,0,1,517,0.975743129556927,2242.15
671535553,4,3,2,1,0.666666666666667,20625,0.0353337072349972,0.283333333333333
671548270,14,14,14,0,1,8276,0.603103383810058,2.16666666666667
672165114,13,13,13,0,1,8586,0.587539727051785,2.01666666666667
672169356,3,3,3,0,1,13185,0.358618433352028,0.516666666666667
672223964,21,21,21,0,1,6499,0.688539914002617,4.93333333333333
672902321,58,58,58,0,1,2676,0.87366797532249,431.166666666667
673034506,32,32,32,0,1,4729,0.774677509814919,7.11666666666667
673040523,4,3,3,1,1,13725,0.35347728547392,0.716666666666667
673246018,15,15,14,0,0.933333333333333,19780,0.0749205458964292,2.88333333333333
673812488,23,23,23,0,1,6089,0.709197980931015,150.633333333333
673838875,18,17,17,1,1,7624,0.641802206019817,10.85
674064672,107,106,106,1,1,1318,0.938352963170686,3.31666666666667
674292365,284,278,274,1,0.985611510791367,18501,0.13535240231819,7388.35
675016375,2138,2067,2051,8,0.99225931301403,17849,0.165825387922976,5738.41666666667
675119885,108,106,105,2,0.990566037735849,18063,0.155823518414657,4.5
675164368,121,120,119,0,0.991666666666667,17934,0.161805945036455,65.5166666666667
675215850,13,13,13,0,1,8586,0.587539727051785,3.41666666666667
675309133,39,39,38,0,0.974358974358974,19045,0.109786876051598,7.81666666666667
675809582,326,322,322,3,1,223,0.989624228827818,1460.56666666667
675856015,97,94,94,0,1,1539,0.92807066741447,1655.21666666667
675926646,18,18,18,0,1,7192,0.656524584034399,1.78333333333333
676008853,416,412,411,1,0.997572815533981,17009,0.205085062628529,1044.31666666667
676185522,49,49,49,0,1,3174,0.850205645915124,12.2833333333333
676195104,6,5,4,1,0.8,20388,0.0465040194428865,0.6
677435858,425,425,425,0,1,116,0.994625163581978,1651.06666666667
677855174,4,4,4,0,1,12531,0.392269583099645,1322.35
678123547,3,1,1,0,1,16240,0.234342867825762,0.533333333333333
678469014,307,306,305,0,0.996732026143791,17149,0.198541783510937,282.583333333333
678684301,82,82,82,0,1,1771,0.916526453542718,127.616666666667
679220954,3,1,1,0,1,16240,0.234342867825762,0.383333333333333
679356823,289,288,288,0,1,278,0.987053654888764,62.7666666666667
679512121,35,35,35,0,1,4390,0.791876986352589,98.9
679589837,967,965,962,0,0.996891191709845,17123,0.199756963918489,1761.25
679785079,29,28,28,1,1,5364,0.747943540848757,6.46666666666667
679809761,139,137,137,0,1,940,0.956066554496168,10.8333333333333
679892340,34,34,34,0,1,4505,0.785801084314825,11.4166666666667
680103193,1,1,1,0,1,14959,0.252757524770985,0
680116133,101,101,101,0,1,1394,0.934473733408114,5.91666666666667
680427651,57,56,56,0,1,2797,0.868620302860348,6075.68333333333
680428739,155,155,155,0,1,779,0.963310899233502,62.1166666666667
680483179,88,88,88,0,1,1641,0.922836044120396,176.216666666667
680884455,5,4,4,0,1,13005,0.387595812301365,0.6
680979080,2,2,2,0,1,13960,0.316788184707422,0.316666666666667
681124841,19,1,1,0,1,16721,0.218358571695644,1.41666666666667
681389224,49,48,47,1,0.979166666666667,18842,0.119274630772107,168.416666666667
681670996,7,7,7,0,1,10929,0.472938867077959,0.916666666666667
681719675,29,28,28,1,1,5364,0.747943540848757,3.8
681807405,24,24,24,0,1,5896,0.718498784819592,5.8
682219911,1,1,1,0,1,14959,0.252757524770985,0
682252924,39,36,36,1,1,4385,0.79505515049542,6.01666666666667
682359404,8,8,8,0,1,10474,0.496027294821462,1.41666666666667
682939663,271,266,262,4,0.984962406015038,18546,0.133249205458964,47.8833333333333
683125782,4,1,1,0,1,16384,0.230557113479155,0.35
683589470,18,14,14,1,1,8567,0.599598055711348,1.8
683906150,117,109,107,0,0.981651376146789,18729,0.124696204898112,27.6166666666667
684174552,41,41,40,0,0.975609756097561,19003,0.111703122078893,6.08333333333333
684354668,2,2,2,0,1,13960,0.316788184707422,0.233333333333333
684652055,19,18,18,0,1,7351,0.654281174051225,284.416666666667
684677791,2,1,1,1,1,15990,0.241073097775285,0.483333333333333
685026873,7,5,5,2,1,12462,0.416152551878856,1.13333333333333
685116765,10,10,10,0,1,9660,0.535988035146756,5.28333333333333
685222643,14,14,14,0,1,8276,0.603103383810058,2.36666666666667
685238198,48,43,43,0,1,3728,0.825715086932137,3.53333333333333
685896989,11,5,5,0,1,12512,0.415124322303234,2.61666666666667
686315921,6,3,1,3,0.333333333333333,20924,0.0219667227519162,0.683333333333333
687054761,40,38,38,2,1,4166,0.804963544587773,2.81666666666667
687060991,348,347,347,0,1,194,0.990979622359319,560.2
688423500,10,10,10,0,1,9660,0.535988035146756,3.88333333333333
688635593,64,63,62,1,0.984126984126984,18598,0.130725369227893,6.7
688836001,4,4,4,0,1,12531,0.392269583099645,0.4
689112492,30,29,29,1,1,5217,0.75500093475416,2
689122254,18,18,18,0,1,7192,0.656524584034399,1.81666666666667
689216426,1,1,1,0,1,14959,0.252757524770985,0
689434020,2,2,2,0,1,13960,0.316788184707422,0.566666666666667
689637322,3,2,2,1,1,14620,0.309169938306225,0.383333333333333
689731443,141,140,140,0,1,902,0.957702374275565,288.3
689844298,3,3,3,0,1,13185,0.358618433352028,0.416666666666667
690440706,17,17,17,0,1,7428,0.643765189755094,0.583333333333333
690544518,72,70,69,0,0.985714285714286,18495,0.135492615442139,104.733333333333
690559755,8,8,8,0,1,10474,0.496027294821462,1
690607352,6,6,5,0,0.833333333333333,20268,0.0513647410730978,7.81666666666667
690833413,46,45,45,0,1,3527,0.834268087492989,1236.56666666667
691535347,2,2,2,0,1,13960,0.316788184707422,1.4
691731284,23,17,15,0,0.882352941176471,20114,0.0599644793419331,108.05
691987228,17,12,10,4,0.833333333333333,20263,0.0529070854365302,13.0166666666667
692067107,77,75,74,2,0.986666666666667,18431,0.138624041876986,781.583333333333
692085441,27,27,27,0,1,5418,0.742475229014769,2.91666666666667
692316475,4,4,3,0,0.75,20457,0.0424845765563657,0.566666666666667
692617049,12,12,12,0,1,8924,0.571555430921668,9.58333333333333
692644022,20,20,20,0,1,6757,0.678538044494298,1.53333333333333
692843502,7,7,6,0,0.857142857142857,20185,0.0553841839596186,0.75
692900328,7,7,7,0,1,10929,0.472938867077959,1.21666666666667
692951665,15,15,15,0,1,7989,0.61782576182464,4.21666666666667
693015159,18,18,18,0,1,7192,0.656524584034399,2.03333333333333
693155424,2,2,2,0,1,13960,0.316788184707422,0.15
693381093,35,33,33,2,1,4710,0.77953823144513,4.08333333333333
693579736,7,7,7,0,1,10929,0.472938867077959,2.2
693594219,33,33,33,0,1,4623,0.780753411852683,1110.08333333333
693670960,2,2,2,0,1,13960,0.316788184707422,0.0666666666666667
693925132,15,11,11,3,1,9647,0.548887642550009,4.7
694279701,9,9,9,0,1,10062,0.516171246962049,1.5
694714181,7,7,7,0,1,10929,0.472938867077959,1
694766409,608,604,602,1,0.996688741721854,17156,0.198214619555057,1452.63333333333
694789445,5,5,5,0,1,11954,0.421620863712844,1.91666666666667
694920690,2,2,2,0,1,13960,0.316788184707422,0.35
695053126,15,13,13,0,1,8885,0.583894185829127,14.1833333333333
695582815,4,4,4,0,1,12531,0.392269583099645,0.366666666666667
695614100,28,28,28,0,1,5265,0.749392409796224,1.98333333333333
696272081,14,14,14,0,1,8276,0.603103383810058,2.48333333333333
696448923,29,26,25,1,0.961538461538462,19421,0.092306973266031,625.566666666667
697014833,66,65,64,0,0.984615384615385,18570,0.131940549635446,54.2
697473227,8,8,8,0,1,10474,0.496027294821462,2.31666666666667
697718595,32,30,30,0,1,5111,0.760702935128061,301.3
697775077,27,26,26,1,1,5667,0.733922228453917,4.3
697816042,25,25,24,0,0.96,19435,0.091372219106375,52.4833333333333
697925157,4,4,4,0,1,12531,0.392269583099645,0.283333333333333
698046978,139,138,138,0,1,926,0.95676762011591,115.016666666667
698372057,11,11,11,0,1,9291,0.55323424939241,1.33333333333333
698788623,31,31,31,0,1,4874,0.768975509441017,6.16666666666667
699265014,13,12,11,1,0.916666666666667,19908,0.0692652832305104,0.5
699460396,15,15,15,0,1,7989,0.61782576182464,1.3
699927814,16,10,10,0,1,10053,0.530099083940924,20.9333333333333
700053817,7,7,7,0,1,10929,0.472938867077959,1.46666666666667
700306071,14,13,13,1,1,8827,0.584828939988783,124.6
700320361,89,86,86,0,1,1699,0.920639371845205,11.05
700557362,9,9,9,0,1,10062,0.516171246962049,2.21666666666667
700630016,2267,2238,2233,7,0.997765862377122,16971,0.206861095531875,3067.83333333333
700728330,129,129,129,0,1,1005,0.952794914937371,18.6166666666667
700789333,7,7,7,0,1,10929,0.472938867077959,1.71666666666667
700791255,454,454,453,0,0.997797356828194,16969,0.206954570947841,35.6666666666667
701037564,82,80,80,2,1,1856,0.91288091232006,12.8166666666667
701057328,1,1,1,0,1,14959,0.252757524770985,0
701128374,14,8,5,6,0.625,20675,0.0336978874555992,8.3
701231727,8,8,8,0,1,10474,0.496027294821462,224.966666666667
701860309,10,4,4,0,1,13153,0.385165451486259,2.91666666666667
702101673,14,14,14,0,1,8276,0.603103383810058,1.65
702273127,10,7,7,3,1,11400,0.46695644045616,1.18333333333333
702581873,22,22,22,0,1,6293,0.699523275378575,104.2
702691963,157,156,156,1,1,776,0.963731538605347,3626.03333333333
702769417,5,5,5,0,1,11954,0.421620863712844,2
702840676,36,36,36,0,1,4286,0.796737707982801,7.36666666666667
702887113,12,12,12,0,1,8924,0.571555430921668,2.05
702927656,14,14,14,0,1,8276,0.603103383810058,1.23333333333333
703513812,15,15,15,0,1,7989,0.61782576182464,382.6
703561611,3,3,3,0,1,13185,0.358618433352028,0.45
703653102,2,2,2,0,1,13960,0.316788184707422,0.266666666666667
704066604,3,3,3,0,1,13185,0.358618433352028,0.183333333333333
704196643,47,45,44,1,0.977777777777778,18925,0.1154888764255,250.783333333333
704316061,131,129,129,0,1,1017,0.952467750981492,137.9
704370779,115,113,112,0,0.991150442477876,17985,0.159422321929333,564.833333333333
704476595,923,906,901,2,0.99448123620309,17538,0.180360815105627,129.466666666667
704530935,5,5,5,0,1,11954,0.421620863712844,0.266666666666667
704554063,376,372,371,1,0.997311827956989,17051,0.203122078893251,3274.21666666667
705176905,3,3,3,0,1,13185,0.358618433352028,3.31666666666667
705578613,280,280,280,0,1,294,0.986305851561039,62.5333333333333
705599432,9,9,9,0,1,10062,0.516171246962049,1.33333333333333
706177070,24,19,17,3,0.894736842105263,20055,0.0627220041129183,4.91666666666667
706217106,5,5,5,0,1,11954,0.421620863712844,1.08333333333333
706313283,6,6,6,0,1,11428,0.448822209758833,0.833333333333333
706487504,73,69,69,0,1,2225,0.896055337446252,458
706608711,22,21,21,0,1,6666,0.686016077771546,19.1166666666667
706689547,4,1,1,0,1,16384,0.230557113479155,0.583333333333333
706881085,8,8,8,0,1,10474,0.496027294821462,1.26666666666667
707140807,7,7,7,0,1,10929,0.472938867077959,1360.85
707259236,152,147,147,0,1,846,0.960506636754534,27.5
707295619,12,9,8,1,0.888888888888889,20096,0.0606188072536923,1.3
707367282,69,69,69,0,1,2196,0.896616189942045,4596.66666666667
707423238,18,18,18,0,1,7192,0.656524584034399,1.33333333333333
707658881,8,8,8,0,1,10474,0.496027294821462,1.61666666666667
707661743,28,28,28,0,1,5265,0.749392409796224,1.2
707777489,12,10,10,2,1,10005,0.531080575808562,1.76666666666667
707799753,7,7,6,0,0.857142857142857,20185,0.0553841839596186,2.28333333333333
707838746,10,5,3,0,0.6,20702,0.0324827070480464,0.816666666666667
708085005,10,1,1,0,1,16651,0.221256309590578,1.3
708090712,22,22,22,0,1,6293,0.699523275378575,1.41666666666667
708187178,146,145,145,1,1,861,0.959805571134792,14.95
708320070,232,219,216,0,0.986301369863014,18446,0.137922976257244,122.65
708965012,32,32,32,0,1,4729,0.774677509814919,1045.23333333333
709169343,123,123,123,0,1,1081,0.949289586838661,34.3333333333333
709790358,38,38,38,0,1,4085,0.806505888951206,7.26666666666667
709799321,19,19,19,0,1,6958,0.667320994578426,0.866666666666667
710459341,1,0,0,1,-1,21215,0.00294447560291643,0
710488831,1,1,1,0,1,14959,0.252757524770985,0
710758686,5,5,5,0,1,11954,0.421620863712844,1.03333333333333
710961980,1,1,1,0,1,14959,0.252757524770985,0
711026360,11,11,11,0,1,9291,0.55323424939241,4.81666666666667
711352101,33,32,32,0,1,4823,0.773415591699383,10.0166666666667
711434247,8,8,7,0,0.875,20133,0.0583286595625351,11.7166666666667
711642177,41,41,41,0,1,3813,0.819685922602356,9.01666666666667
711688091,16,15,14,0,0.933333333333333,19795,0.0746401196485324,2.85
712186891,5,5,5,0,1,11954,0.421620863712844,4.61666666666667
712457009,71,71,71,0,1,2121,0.899747616376893,301.383333333333
712574520,531,522,512,8,0.980842911877395,18767,0.122920171994765,323.566666666667
712691390,4,3,2,1,0.666666666666667,20625,0.0353337072349972,0.483333333333333
712696188,7,7,7,0,1,10929,0.472938867077959,0.483333333333333
712934162,29,29,29,0,1,5134,0.756262852869695,3.8
713145119,29,29,29,0,1,5134,0.756262852869695,2.58333333333333
713605822,4,1,1,0,1,16384,0.230557113479155,23297978.4
713693849,748,747,747,1,1,26,0.99883155730043,1659.58333333333
713830488,2,1,1,0,1,15990,0.241073097775285,0.216666666666667
713889534,3,2,1,0,0.5,20834,0.0256122639745747,0.2
714005466,11,11,10,0,0.909090909090909,19947,0.0673022994952328,1.68333333333333
714103657,14,14,14,0,1,8276,0.603103383810058,74.9833333333333
714278687,11,11,11,0,1,9291,0.55323424939241,1.51666666666667
714512965,80,80,80,0,1,1832,0.913862404187699,1056.88333333333
714589870,29,29,29,0,1,5134,0.756262852869695,9.8
714653081,6,6,6,0,1,11428,0.448822209758833,236.483333333333
715562951,57,57,57,0,1,2724,0.871471303047299,159.7
715570249,134,130,130,0,1,1002,0.953215554309217,2930.91666666667
715639250,8,7,7,1,1,11279,0.468685735651524,0.883333333333333
716020761,54,53,53,0,1,2966,0.86081510562722,329.4
716151288,40,37,37,2,1,4274,0.800056085249579,4.55
716203093,149,149,149,0,1,823,0.96144139091419,6.71666666666667
716655986,320,311,310,1,0.996784565916399,17142,0.198868947466816,74.8666666666667
716731089,146,115,114,1,0.991304347826087,17974,0.159983174425126,16.0666666666667
716892521,46,45,45,1,1,3527,0.834268087492989,6.53333333333333
716969227,11,9,7,0,0.777777777777778,20429,0.0451486259113853,4.81666666666667
717198352,3,1,1,0,1,16240,0.234342867825762,0.566666666666667
717635710,47,46,45,1,0.978260869565217,18890,0.11698448308095,5478.88333333333
717644060,12,12,11,0,0.916666666666667,19895,0.0696391848943728,1.4
717840355,11,11,11,0,1,9291,0.55323424939241,2.98333333333333
717867780,5,5,5,0,1,11954,0.421620863712844,0.683333333333333
717902481,14,14,13,0,0.928571428571429,19816,0.0736118900729108,1.96666666666667
718089161,10,10,10,0,1,9660,0.535988035146756,32.1666666666667
718207128,10,6,5,4,0.833333333333333,20321,0.050149560665545,4.15
718380750,17,17,17,0,1,7428,0.643765189755094,2111.53333333333
718424019,3,3,3,0,1,13185,0.358618433352028,0.35
718789711,38,37,37,1,1,4242,0.800616937745373,5.2
719204248,7,7,7,0,1,10929,0.472938867077959,0.616666666666667
719909531,15,15,15,0,1,7989,0.61782576182464,88.7666666666667
720250114,39,39,39,0,1,3980,0.810805758085623,2.68333333333333
720321904,2,1,1,0,1,15990,0.241073097775285,0.166666666666667
720559316,5,4,4,1,1,13005,0.387595812301365,1.05
720831963,38,38,38,0,1,4085,0.806505888951206,1.41666666666667
721506255,3,1,1,2,1,16240,0.234342867825762,0.483333333333333
721763396,5,3,3,0,1,13835,0.352028416526454,0.466666666666667
721825522,27,27,27,0,1,5418,0.742475229014769,1
721854612,15,15,15,0,1,7989,0.61782576182464,1.93333333333333
721981957,8,8,8,0,1,10474,0.496027294821462,1.01666666666667
722204748,19,19,17,0,0.894736842105263,20049,0.0628622172368667,6.08333333333333
722277290,4,4,4,0,1,12531,0.392269583099645,1.18333333333333
722900797,63,62,62,1,1,2500,0.882735090671154,57.1166666666667
723205891,13,13,13,0,1,8586,0.587539727051785,0.45
723359397,4,4,4,0,1,12531,0.392269583099645,0.5
723384837,8,8,8,0,1,10474,0.496027294821462,1.43333333333333
723753695,63,62,61,0,0.983870967741935,18613,0.129977565900168,21.9833333333333
723805150,7,1,1,0,1,16561,0.224387736025425,0.0833333333333333
723868541,17,16,16,0,1,7899,0.628108057580856,8.71666666666667
723992997,36,36,36,0,1,4286,0.796737707982801,1.61666666666667
724056386,48,45,43,1,0.955555555555556,19519,0.0877734155916994,475.35
724241824,23,23,23,0,1,6089,0.709197980931015,14.6
724314361,49,49,49,0,1,3174,0.850205645915124,48.9
724397316,32,32,30,0,0.9375,19734,0.0777248083753973,53.4666666666667
724603946,1,1,0,0,0,21007,0.0147223780145822,0
724627408,19,19,19,0,1,6958,0.667320994578426,0.55
724640167,2,2,2,0,1,13960,0.316788184707422,0.4
724849563,3,2,0,1,0,20979,0.0192559356889138,0.166666666666667
724894050,46,43,43,2,1,3725,0.825855300056085,2.71666666666667
725275400,21,21,21,0,1,6499,0.688539914002617,1095.06666666667
725549124,12,10,10,1,1,10005,0.531080575808562,2.03333333333333
726188478,35,33,33,2,1,4710,0.77953823144513,13.5666666666667
726630487,3,3,3,0,1,13185,0.358618433352028,67.2
726644441,36,36,36,0,1,4286,0.796737707982801,4.56666666666667
726835400,20,20,20,0,1,6757,0.678538044494298,1.2
726998950,7,6,6,0,1,11795,0.444942979996261,0.916666666666667
727042318,33,33,33,0,1,4623,0.780753411852683,5.45
727104763,180,180,180,0,1,613,0.971349785006543,7.25
727325789,1,1,1,0,1,14959,0.252757524770985,0
727334023,90,90,90,0,1,1606,0.924471863899794,16.1166666666667
727600991,60,60,60,0,1,2577,0.878996074032529,4.88333333333333
727826604,12,12,11,0,0.916666666666667,19895,0.0696391848943728,115.5
727875339,21,20,20,1,1,6880,0.676621798467003,18.9833333333333
727903957,5,5,5,0,1,11954,0.421620863712844,0.15
728487920,6,6,6,0,1,11428,0.448822209758833,4.03333333333333
728665093,22,20,19,2,0.95,19607,0.0836137595812301,1.38333333333333
728782085,2,1,1,0,1,15990,0.241073097775285,0.166666666666667
728840165,2,2,2,0,1,13960,0.316788184707422,0.533333333333333
729075296,18,7,7,0,1,11420,0.466208637128435,2.36666666666667
729352293,148,146,146,0,1,849,0.96027294821462,397.75
729580844,12,12,12,0,1,8924,0.571555430921668,2.08333333333333
729596180,11,11,11,0,1,9291,0.55323424939241,1.06666666666667
729850039,508,501,494,3,0.986027944111776,18469,0.13684800897364,1838.91666666667
729936002,32,32,32,0,1,4729,0.774677509814919,3.83333333333333
730098777,6,6,6,0,1,11428,0.448822209758833,35.95
730255098,3,3,3,0,1,13185,0.358618433352028,0.633333333333333
730583663,24,23,23,0,1,6224,0.707421948027669,1.48333333333333
730773425,8,8,8,0,1,10474,0.496027294821462,1.65
730938090,73,67,67,0,1,2304,0.89236305851561,1509.58333333333
731103374,3,1,1,0,1,16240,0.234342867825762,0.4
731219655,5,2,0,2,0,20994,0.0186483454851374,0.583333333333333
731250174,11,10,9,1,0.9,20027,0.0637969713965227,321.866666666667
731472036,202,201,201,1,1,514,0.976023555804823,9.95
731825975,2917,2822,2820,0,0.999291282778171,16771,0.216208637128435,1899.08333333333
731868736,2,2,2,0,1,13960,0.316788184707422,0.05
732014912,18,15,15,0,1,8257,0.613806318938119,129.05
732849222,4,4,4,0,1,12531,0.392269583099645,8.31666666666667
732891343,24,24,24,0,1,5896,0.718498784819592,159.633333333333
732944862,2,0,0,2,-1,21335,0.00154234436343242,1.4
732982136,6,5,5,1,1,12377,0.417648158534305,1.11666666666667
733193471,12,10,10,0,1,10005,0.531080575808562,1.86666666666667
733202957,36,33,33,3,1,4719,0.779304542905216,108.083333333333
733516125,219,219,218,0,0.995433789954338,17369,0.188259487754721,387.7
733991978,3,3,2,0,0.666666666666667,20588,0.0361282482707048,0.65
734007852,279,279,277,0,0.992831541218638,17782,0.168956814357824,512.85
734550318,21,21,21,0,1,6499,0.688539914002617,2.3
734886090,41,40,40,1,1,3949,0.814544774724248,29.0833333333333
734989497,10,10,10,0,1,9660,0.535988035146756,1.36666666666667
735017349,5,5,5,0,1,11954,0.421620863712844,0.466666666666667
735444866,45,45,44,0,0.977777777777778,18910,0.115769302673397,84.2833333333333
735449058,244,165,147,1,0.890909090909091,20061,0.0624415778650215,73.2833333333333
735497632,113,109,76,0,0.697247706422018,20561,0.0390727238736212,35.6166666666667
735724511,3,1,1,0,1,16240,0.234342867825762,0.366666666666667
736023067,18,17,17,1,1,7624,0.641802206019817,1.4
736051345,2,1,1,0,1,15990,0.241073097775285,0.25
736088001,2,2,2,0,1,13960,0.316788184707422,0.4
736119582,2,2,2,0,1,13960,0.316788184707422,0.0833333333333333
736615009,5,2,2,0,1,14821,0.305804823331464,659.266666666667
736843882,18,8,8,10,1,10919,0.489717704243784,2.25
737038941,13,12,12,0,1,9169,0.568050102822958,3.28333333333333
737063364,560,559,559,0,1,61,0.997195737521032,577.233333333333
737188792,22,21,21,1,1,6666,0.686016077771546,1.76666666666667
737224417,39,39,39,0,1,3980,0.810805758085623,4.93333333333333
737491789,80,80,80,0,1,1832,0.913862404187699,49.7166666666667
737723345,41,41,41,0,1,3813,0.819685922602356,2.4
738416978,1,1,1,0,1,14959,0.252757524770985,0
738450085,6,6,6,0,1,11428,0.448822209758833,28.8333333333333
738646750,61,61,61,0,1,2520,0.881052533183773,3970.16666666667
739167998,5,2,2,3,1,14821,0.305804823331464,0.85
739686228,2,1,1,0,1,15990,0.241073097775285,0.6
739742038,2,1,1,0,1,15990,0.241073097775285,0.0666666666666667
739996161,6,6,6,0,1,11428,0.448822209758833,0.216666666666667
740186921,34,34,34,0,1,4505,0.785801084314825,88.3
740316048,417,413,410,0,0.99273607748184,17796,0.168302486446065,179.15
740342101,18,17,16,1,0.941176470588235,19710,0.0785660871190877,5.46666666666667
740493219,11,11,11,0,1,9291,0.55323424939241,1
740650405,41,41,41,0,1,3813,0.819685922602356,68.2166666666667
740903980,2,2,2,0,1,13960,0.316788184707422,0.55
740975840,30,29,29,1,1,5217,0.75500093475416,3.56666666666667
741037001,1,1,1,0,1,14959,0.252757524770985,0
741516000,8,6,6,1,1,11878,0.44358758646476,1.73333333333333
741858917,5,5,5,0,1,11954,0.421620863712844,2.51666666666667
742125092,49,49,49,0,1,3174,0.850205645915124,3.8
742226644,5,5,5,0,1,11954,0.421620863712844,0.933333333333333
742291906,25,24,24,1,1,6025,0.716722751916246,1229.13333333333
742306077,26,21,20,4,0.952380952380952,19585,0.0846887268648345,2.11666666666667
742327858,133,125,124,0,0.992,17893,0.163768928771733,513.116666666667
742497213,9,8,8,1,1,10785,0.491961114226958,3.38333333333333
742670259,11,11,11,0,1,9291,0.55323424939241,0.566666666666667
742794325,22,22,22,0,1,6293,0.699523275378575,86.8833333333333
742982264,3,1,1,2,1,16240,0.234342867825762,0.3
742992930,2,2,2,0,1,13960,0.316788184707422,315.316666666667
743047042,1,0,0,1,-1,21215,0.00294447560291643,0
743447834,7,7,7,0,1,10929,0.472938867077959,0.75
743877849,32,32,32,0,1,4729,0.774677509814919,14.5666666666667
743970850,287,284,283,1,0.996478873239437,17193,0.196485324359693,56.3666666666667
743985345,24,21,21,3,1,6739,0.684800897363993,4.88333333333333
744200154,201,200,199,0,0.995,17451,0.184426995700131,37.65
744278941,1,1,1,0,1,14959,0.252757524770985,0
744611394,34,34,34,0,1,4505,0.785801084314825,21.0333333333333
744724549,18,18,18,0,1,7192,0.656524584034399,95.85
745023993,9,9,9,0,1,10062,0.516171246962049,3.88333333333333
745032747,9,9,9,0,1,10062,0.516171246962049,1.61666666666667
745260659,10,10,10,0,1,9660,0.535988035146756,5.33333333333333
745304736,23,22,22,1,1,6431,0.697747242475229,4
745455556,23,22,22,0,1,6431,0.697747242475229,3.83333333333333
745653270,4,3,2,1,0.666666666666667,20625,0.0353337072349972,0.55
745966768,186,183,183,3,1,592,0.972378014582165,32.8666666666667
746249479,13,11,11,2,1,9614,0.54940175733782,1.01666666666667
746280683,16,15,15,1,1,8179,0.615114974761638,1.7
746334454,122,122,122,0,1,1101,0.948308094971023,39.2
746440839,175,172,172,3,1,660,0.969199850439334,1322.05
746604001,13,11,10,2,0.909090909090909,19969,0.0664610207515423,1.18333333333333
746901230,219,216,216,1,1,452,0.978921293699757,1131.8
747004420,1,1,1,0,1,14959,0.252757524770985,0
747049217,136,133,129,1,0.969924812030075,19192,0.103056646102075,1144.7
747301764,65,65,65,0,1,2339,0.889091418956814,6.03333333333333
747699665,4,4,4,0,1,12531,0.392269583099645,0.533333333333333
747950206,83,81,81,2,1,1818,0.914610207515423,7.28333333333333
748214092,28,28,28,0,1,5265,0.749392409796224,4.13333333333333
748661417,29,28,28,1,1,5364,0.747943540848757,3.61666666666667
748740478,20,20,20,0,1,6757,0.678538044494298,15.0166666666667
748769205,21,21,21,0,1,6499,0.688539914002617,0.8
748975474,19,17,17,2,1,7666,0.641007664984109,329.516666666667
749092539,17,17,17,0,1,7428,0.643765189755094,61.8666666666667
749177930,35,35,35,0,1,4390,0.791876986352589,3.26666666666667
749206914,17,17,17,0,1,7428,0.643765189755094,5.95
749325469,21,21,21,0,1,6499,0.688539914002617,3.03333333333333
749369895,69,69,69,0,1,2196,0.896616189942045,11.2833333333333
749596982,746,744,744,2,1,27,0.998784819592447,20.4666666666667
749901208,22,22,22,0,1,6293,0.699523275378575,6.05
749920508,9,9,9,0,1,10062,0.516171246962049,0.483333333333333
750163602,1,1,1,0,1,14959,0.252757524770985,0
751764111,290,288,288,1,1,279,0.987006917180781,1354.81666666667
752097048,132,130,130,1,1,999,0.953262292017199,279.066666666667
752333954,4,1,1,0,1,16384,0.230557113479155,1.46666666666667
752340194,31,30,30,1,1,5086,0.761217049915872,3.51666666666667
752464255,211,210,210,1,1,474,0.977846326416153,18.95
752548153,35,35,34,0,0.971428571428571,19140,0.105066367545336,7.65
752556335,7,7,7,0,1,10929,0.472938867077959,23.0833333333333
752648776,54,54,54,0,1,2868,0.864460646849878,273
752851172,45,45,45,0,1,3480,0.835249579360628,2.91666666666667
753107670,8,2,2,0,1,14887,0.303888577304169,0.683333333333333
753198482,604,599,598,1,0.998330550918197,16877,0.211254440082258,66.7333333333333
753495228,56,55,55,1,1,2842,0.866563843709105,8.25
