user_id,input_cnt,valid_input_cnt,correct_cnt,odd_input_cnt,correct_rate,rank,score,work_time
1730732183,213,212,207,0,0.976415094339623,18978,0.113058515610394,2093.48333333333
1730799284,2,1,1,0,1,15990,0.241073097775285,0.1
1731139124,10,10,10,0,1,9660,0.535988035146756,100.8
1731278800,5,5,5,0,1,11954,0.421620863712844,0.25
1731283582,3,3,3,0,1,13185,0.358618433352028,0.0833333333333333
1731560415,153,153,153,0,1,798,0.962703309029725,11.5
1731727149,75,75,75,0,1,1995,0.906010469246588,7.31666666666667
1732242396,41,41,41,0,1,3813,0.819685922602356,3.8
1732250877,2,2,2,0,1,13960,0.316788184707422,0.25
1732364805,5,1,1,0,1,16465,0.227846326416153,0.1
1732584211,18,18,18,0,1,7192,0.656524584034399,3.16666666666667
1732718382,49,48,48,0,1,3287,0.845952514488689,5.93333333333333
1732878650,12,12,12,0,1,8924,0.571555430921668,2.66666666666667
1732888632,27,27,27,0,1,5418,0.742475229014769,1.66666666666667
1733313314,37,37,37,0,1,4183,0.801832118152926,1.16666666666667
1733362171,7,5,5,2,1,12462,0.416152551878856,0.8
1733505666,34,34,34,0,1,4505,0.785801084314825,1.48333333333333
1733724630,2,1,1,0,1,15990,0.241073097775285,0.283333333333333
1733898253,4,3,3,1,1,13725,0.35347728547392,0.766666666666667
1734875791,13,2,2,0,1,14916,0.302766872312582,1.3
1735114037,36,35,35,0,1,4455,0.790568330529071,11.3333333333333
1735195723,66,62,62,4,1,2514,0.88250140213124,4513.08333333333
1735854562,2,2,2,0,1,13960,0.316788184707422,0.383333333333333
1735877819,16,16,16,0,1,7703,0.630912320059824,5645.58333333333
1735998880,7,7,7,0,1,10929,0.472938867077959,1.25
1736464542,7,7,7,0,1,10929,0.472938867077959,0.333333333333333
1736522094,3,3,3,0,1,13185,0.358618433352028,1.08333333333333
1736545784,7,6,6,1,1,11795,0.444942979996261,0.466666666666667
1736752726,92,92,92,0,1,1566,0.926247896803141,14.2166666666667
1736916847,4,4,4,0,1,12531,0.392269583099645,0.55
1737024631,1,1,1,0,1,14959,0.252757524770985,0
1737033864,7,5,5,2,1,12462,0.416152551878856,0.483333333333333
1737228441,542,541,541,0,1,65,0.997008786689101,5637.75
1737264099,16,13,13,3,1,8905,0.583473546457282,4.28333333333333
1737546935,15,15,14,0,0.933333333333333,19780,0.0749205458964292,4.43333333333333
1737720378,8,5,3,0,0.6,20699,0.0325294447560292,0.916666666666667
1737948754,20,20,20,0,1,6757,0.678538044494298,1.73333333333333
1737969758,7,7,7,0,1,10929,0.472938867077959,1.43333333333333
1738000449,165,165,164,0,0.993939393939394,17625,0.176201159095158,24.2666666666667
1738131147,1,1,1,0,1,14959,0.252757524770985,0
1738222326,191,189,188,2,0.994708994708995,17500,0.182136848008974,19.15
1738438161,120,118,118,0,1,1156,0.945971209571883,1697.41666666667
1739017081,10,9,9,0,1,10354,0.513226771359133,1.26666666666667
1739172148,25,22,22,3,1,6480,0.696812488315573,54.95
1739633237,158,157,157,1,1,764,0.964152177977192,118.133333333333
1739898423,491,488,485,2,0.993852459016393,17636,0.175780519723313,53.1
1739991223,9,9,7,0,0.777777777777778,20427,0.0452888390353337,2.18333333333333
1741366124,62,62,62,0,1,2481,0.883249205458964,2.25
1741376173,20,18,18,2,1,7399,0.653813796971397,3.73333333333333
1741524698,12,12,12,0,1,8924,0.571555430921668,24.3666666666667
1742132658,5,4,4,0,1,13005,0.387595812301365,0.6
1742275091,66,65,64,1,0.984615384615385,18570,0.131940549635446,11.3333333333333
1742432411,4,3,3,0,1,13725,0.35347728547392,0.35
1742695032,3,2,2,1,1,14620,0.309169938306225,0.55
1742774391,7,6,6,1,1,11795,0.444942979996261,4.15
1742894068,138,138,138,0,1,919,0.956814357823892,232.866666666667
1743111076,33,33,33,0,1,4623,0.780753411852683,0.883333333333333
1743246027,93,82,82,0,1,1805,0.915685174799028,1320.16666666667
1743372051,4,3,3,0,1,13725,0.35347728547392,1.35
1744145573,25,25,25,0,1,5718,0.727051785380445,1.28333333333333
1744299110,17,17,17,0,1,7428,0.643765189755094,1.56666666666667
1744891942,87,87,87,0,1,1662,0.921948027668723,2.4
1744984865,34,33,33,1,1,4693,0.779958870816975,6.23333333333333
1745406509,150,149,149,0,1,827,0.961301177790241,293.133333333333
1745674834,211,211,211,0,1,468,0.978126752664049,17.6666666666667
1745911157,9,8,8,1,1,10785,0.491961114226958,1.43333333333333
1746675375,24,23,23,1,1,6224,0.707421948027669,3
1746806005,1,1,1,0,1,14959,0.252757524770985,0
1746922600,3,3,3,0,1,13185,0.358618433352028,0.183333333333333
1747242829,88,88,88,0,1,1641,0.922836044120396,196.55
1747254601,8,8,8,0,1,10474,0.496027294821462,1.65
1747270895,50,49,49,1,1,3207,0.849504580295382,2.48333333333333
1747646596,13,7,3,6,0.428571428571429,20892,0.0236025425313143,6.8
1747655016,43,43,43,0,1,3647,0.827257431295569,1077.28333333333
1747755155,25,24,23,0,0.958333333333333,19465,0.0898766124509254,5677.98333333333
1748662736,200,199,199,0,1,523,0.975556178724995,126.983333333333
1749128692,53,53,53,0,1,2925,0.861469433538979,38.9833333333333
1749218219,213,209,208,0,0.995215311004785,17417,0.186016077771546,31.1
1749516546,13,13,13,0,1,8586,0.587539727051785,2.5
1750364492,34,34,34,0,1,4505,0.785801084314825,2.86666666666667
1750957067,16,16,16,0,1,7703,0.630912320059824,0.4
1751002938,55,54,53,0,0.981481481481482,18734,0.124182090110301,83.5166666666667
1751010114,39,38,38,1,1,4142,0.805384183959619,6.33333333333333
1751071501,13,12,4,0,0.333333333333333,20907,0.0229014769115723,1.11666666666667
1751324813,2,2,2,0,1,13960,0.316788184707422,0.35
1751477140,14,14,12,0,0.857142857142857,20175,0.056926528323051,4.65
1751517179,6,5,5,1,1,12377,0.417648158534305,1.15
1751607881,16,16,16,0,1,7703,0.630912320059824,45.9166666666667
1751821470,1,1,1,0,1,14959,0.252757524770985,0
1751823610,8,8,8,0,1,10474,0.496027294821462,4.43333333333333
1752421016,78,76,71,0,0.934210526315789,19774,0.0758553000560852,30.1166666666667
1752503377,132,129,129,2,1,1019,0.952421013273509,215.75
1752539921,6,5,5,1,1,12377,0.417648158534305,0.75
1752583941,98,98,97,0,0.989795918367347,18153,0.151336698448308,80.1166666666667
1752613262,40,38,38,1,1,4166,0.804963544587773,4132.95
1752709840,12,10,10,0,1,10005,0.531080575808562,17.0166666666667
1753526644,19,19,19,0,1,6958,0.667320994578426,1.31666666666667
1753619086,40,40,40,0,1,3886,0.815526266591886,4.73333333333333
1753623520,3,1,1,0,1,16240,0.234342867825762,0.366666666666667
1753910959,49,49,48,0,0.979591836734694,18813,0.120349598055711,6.26666666666667
1754112325,4,1,1,3,1,16384,0.230557113479155,0.266666666666667
1754265330,9,1,1,0,1,16631,0.221863899794354,2.08333333333333
1754289687,35,35,35,0,1,4390,0.791876986352589,29.8166666666667
1754304278,87,87,87,0,1,1662,0.921948027668723,30.5333333333333
1754381144,47,47,47,0,1,3320,0.842867825761825,3.3
1754738671,4,3,2,1,0.666666666666667,20625,0.0353337072349972,0.266666666666667
1755108586,11,10,10,1,1,9930,0.532482707048046,1.11666666666667
1755384538,1,1,1,0,1,14959,0.252757524770985,0
1755414264,8,7,7,0,1,11279,0.468685735651524,6.61666666666667
1755460604,40,40,40,0,1,3886,0.815526266591886,2.45
1755616868,25,24,24,0,1,6025,0.716722751916246,1.66666666666667
1755728242,1,1,1,0,1,14959,0.252757524770985,0
1755876290,235,235,234,0,0.995744680851064,17323,0.190409422321929,79.05
1756047367,2,2,2,0,1,13960,0.316788184707422,3.23333333333333
1756220302,3,3,3,0,1,13185,0.358618433352028,0.566666666666667
1756265360,60,60,60,0,1,2577,0.878996074032529,16.7333333333333
1756483879,4,4,4,0,1,12531,0.392269583099645,0.533333333333333
1756598670,19,19,19,0,1,6958,0.667320994578426,8.9
1756856609,1588,1583,1576,4,0.99557801642451,17350,0.189147504206394,4139.91666666667
1757034405,9,7,7,2,1,11370,0.46728360441204,2.76666666666667
1757126123,700,680,677,7,0.995588235294118,17346,0.189334455038325,285.133333333333
1757819995,69,67,56,2,0.835820895522388,20252,0.0535146756403066,2.15
1758023702,8,8,8,0,1,10474,0.496027294821462,1.11666666666667
1758032748,26,26,26,0,1,5577,0.735230884277435,14.9166666666667
1758303930,9,9,9,0,1,10062,0.516171246962049,9.61666666666667
1758357210,17,17,17,0,1,7428,0.643765189755094,5.56666666666667
1758361460,4,4,4,0,1,12531,0.392269583099645,1.25
1758769981,66,66,66,0,1,2308,0.891568517479903,67.65
1758953608,13,13,13,0,1,8586,0.587539727051785,1.4
1759154506,28,20,20,6,1,6952,0.675079454103571,7.03333333333333
1759171429,63,61,61,0,1,2562,0.879977565900168,1320.66666666667
1759176651,14,14,14,0,1,8276,0.603103383810058,16.9
1759203052,18,18,18,0,1,7192,0.656524584034399,1.21666666666667
1759215597,1,1,1,0,1,14959,0.252757524770985,0
1759317227,128,127,126,0,0.992125984251969,17872,0.164656945223406,34.0333333333333
1759851414,3,1,1,0,1,16240,0.234342867825762,0.05
1760204048,40,40,40,0,1,3886,0.815526266591886,3.51666666666667
1760226256,15,15,15,0,1,7989,0.61782576182464,2.13333333333333
1760320089,2,2,2,0,1,13960,0.316788184707422,0.133333333333333
1760434123,1,1,1,0,1,14959,0.252757524770985,0
1760471905,16,15,15,1,1,8179,0.615114974761638,1.66666666666667
1760989375,1,1,1,0,1,14959,0.252757524770985,0
1761385010,508,501,497,1,0.992015968063872,17887,0.16404935501963,118.033333333333
1761663527,17,17,17,0,1,7428,0.643765189755094,4.16666666666667
1761701894,33,33,33,0,1,4623,0.780753411852683,1.5
1761895739,29,26,26,0,1,5707,0.733080949710226,19.3666666666667
1762107311,8,8,8,0,1,10474,0.496027294821462,0.733333333333333
1762425762,55,54,53,1,0.981481481481482,18734,0.124182090110301,7.76666666666667
1762452388,6,4,3,1,0.75,20503,0.0413161338567957,0.516666666666667
1762610882,57,42,41,0,0.976190476190476,18994,0.11231071228267,872.183333333333
1762660222,38,38,38,0,1,4085,0.806505888951206,16.5
1762747056,36,33,32,2,0.96969696969697,19206,0.102402318190316,5.23333333333333
1763124959,6,1,1,0,1,16523,0.226070293512806,0.05
1763144662,10,10,9,0,0.9,20008,0.0640773976444195,9.1
1763225589,3,3,3,0,1,13185,0.358618433352028,0.666666666666667
1763301705,4,4,4,0,1,12531,0.392269583099645,0.65
1763486623,16,16,16,0,1,7703,0.630912320059824,2.36666666666667
1764231927,10,5,4,5,0.8,20408,0.0461301177790241,0.883333333333333
1764255029,14,14,14,0,1,8276,0.603103383810058,2.15
1764424667,35,35,35,0,1,4390,0.791876986352589,1.33333333333333
1764453814,6,6,6,0,1,11428,0.448822209758833,0.833333333333333
1764628476,67,66,66,1,1,2322,0.890960927276126,4.1
1764704586,1,1,1,0,1,14959,0.252757524770985,0
1764747805,237,237,236,0,0.9957805907173,17314,0.190830061693775,709.633333333333
1765202939,139,139,137,0,0.985611510791367,18502,0.135305664610208,7.96666666666667
1765247929,2,1,0,0,0,21083,0.0130865582351841,0.0333333333333333
1765266651,3,3,3,0,1,13185,0.358618433352028,0.8
1765297069,78,78,77,0,0.987179487179487,18377,0.141101140400075,9.91666666666667
1765318615,3,3,3,0,1,13185,0.358618433352028,0.15
1765729711,2,2,2,0,1,13960,0.316788184707422,0.183333333333333
1766011739,6,3,0,3,0,20967,0.0200504767246214,0.383333333333333
1766160707,39,38,38,0,1,4142,0.805384183959619,92.2666666666667
1766229485,7,7,7,0,1,10929,0.472938867077959,0.65
1766330288,7,6,6,1,1,11795,0.444942979996261,1.93333333333333
1766332161,20,19,19,1,1,7120,0.665404748551131,3.43333333333333
1766399890,30,30,30,0,1,4990,0.762385492615442,4.36666666666667
1766429419,248,244,244,0,1,376,0.98247335950645,213.6
1766778579,14,13,12,1,0.923076923076923,19863,0.0711815292578052,2.8
1766786831,4428,4420,4413,6,0.99841628959276,16869,0.211628341746121,3579.56666666667
1766998293,53,53,53,0,1,2925,0.861469433538979,3.08333333333333
1767326939,2,2,2,0,1,13960,0.316788184707422,0.2
1767500584,2,1,1,0,1,15990,0.241073097775285,0.0666666666666667
1767778885,17,17,17,0,1,7428,0.643765189755094,3022.8
1768283260,1217,1206,1205,1,0.999170812603648,16779,0.215834735464573,308.233333333333
1768456365,47,47,47,0,1,3320,0.842867825761825,4.35
1768686962,472,461,461,10,1,89,0.995887081697513,81.4
1768949708,2,2,2,0,1,13960,0.316788184707422,0.15
1769219198,5,4,4,1,1,13005,0.387595812301365,0.433333333333333
1769573766,880,864,860,2,0.99537037037037,17388,0.187371471303047,2655.95
1770567718,102,101,101,0,1,1404,0.934146569452234,10.2333333333333
1770655666,95,95,94,0,0.989473684210526,18185,0.149934567208824,2551.96666666667
1770985813,14,14,14,0,1,8276,0.603103383810058,1.61666666666667
1771045198,6,6,6,0,1,11428,0.448822209758833,0.216666666666667
1771425778,239,238,237,1,0.995798319327731,17309,0.191063750233689,43.0833333333333
1771500236,13,13,13,0,1,8586,0.587539727051785,0.783333333333333
1771597408,44,44,44,0,1,3568,0.831043185642176,5.01666666666667
1771810693,11,11,11,0,1,9291,0.55323424939241,7.45
1772066058,65,63,62,2,0.984126984126984,18601,0.130631893811927,8.51666666666667
1772136586,11,11,11,0,1,9291,0.55323424939241,1.41666666666667
1772152871,12,12,12,0,1,8924,0.571555430921668,14.1833333333333
1772280398,11,11,11,0,1,9291,0.55323424939241,1.13333333333333
1772310739,6,5,5,1,1,12377,0.417648158534305,0.816666666666667
1772431837,106,106,106,0,1,1310,0.938493176294634,13.7166666666667
1772645527,129,128,128,0,1,1026,0.952000373901664,795.483333333333
1772844820,12,10,10,2,1,10005,0.531080575808562,1.5
1772912864,29,29,28,0,0.96551724137931,19309,0.0970742194802767,2.81666666666667
1773039168,25,23,23,0,1,6262,0.706720882407927,1631.88333333333
1773097233,161,158,158,1,1,760,0.964526079641054,89.1666666666667
1773115993,32,32,32,0,1,4729,0.774677509814919,79.2833333333333
1773176360,1,1,1,0,1,14959,0.252757524770985,0
1773564409,8,8,8,0,1,10474,0.496027294821462,1.08333333333333
1773859990,172,161,161,0,1,733,0.96578799775659,21.5833333333333
1773883060,9,8,8,1,1,10785,0.491961114226958,1.03333333333333
1774593186,35,30,30,5,1,5129,0.760282295756216,4.51666666666667
1774627061,1,1,1,0,1,14959,0.252757524770985,0
1774932365,6,3,3,0,1,13866,0.350953449242849,1.16666666666667
1774971523,348,346,344,2,0.994219653179191,17581,0.178351093662367,46.1833333333333
1775674886,32,31,31,0,1,4945,0.767666853617499,41.4833333333333
1775698933,34,10,10,2,1,10060,0.52986539540101,322.5
1775788406,18,17,17,0,1,7624,0.641802206019817,2.05
1775825936,32,32,32,0,1,4729,0.774677509814919,2.03333333333333
1776141952,551,550,549,0,0.998181818181818,16899,0.210226210506637,1701.4
1776168225,27,25,25,1,1,5874,0.724995326229202,298.866666666667
1776191320,11,9,9,2,1,10417,0.51201159095158,1
1776246502,48,47,47,1,1,3364,0.8421200224341,6083.66666666667
1776335685,36,35,35,1,1,4455,0.790568330529071,6.56666666666667
1776718962,26,26,26,0,1,5577,0.735230884277435,3.55
1776816807,2,2,2,0,1,13960,0.316788184707422,0.233333333333333
1776920611,467,464,459,0,0.989224137931034,18218,0.148579173677323,58.6
1777042385,22,3,3,0,1,13943,0.348336137595812,388.366666666667
1777131247,3,3,3,0,1,13185,0.358618433352028,0.316666666666667
1777645037,42,42,41,0,0.976190476190476,18981,0.112731351654515,3.26666666666667
1777794230,22,22,22,0,1,6293,0.699523275378575,2.66666666666667
1778279417,34,34,34,0,1,4505,0.785801084314825,1295.95
1778427894,1,1,1,0,1,14959,0.252757524770985,0
1778580287,87,82,80,5,0.975609756097561,19001,0.11198354832679,7.41666666666667
1778837705,8,2,0,3,0,21003,0.0183679192372406,0.05
1779328127,28,28,28,0,1,5265,0.749392409796224,2.25
1779504522,147,147,147,0,1,841,0.960693587586465,38.9666666666667
1779847698,10,10,10,0,1,9660,0.535988035146756,6.46666666666667
1780109302,295,205,205,0,1,499,0.976724621424565,2464.01666666667
1780457345,47,47,46,0,0.978723404255319,18862,0.118199663488503,3.7
1780563165,26,26,26,0,1,5577,0.735230884277435,2.23333333333333
1780624655,57,56,56,1,1,2797,0.868620302860348,7.01666666666667
1780647302,188,188,188,0,1,570,0.973406244157787,7.5
1780870547,3,3,3,0,1,13185,0.358618433352028,0.416666666666667
1780983649,60,59,59,0,1,2650,0.875630959057768,5.13333333333333
1781531746,10,10,10,0,1,9660,0.535988035146756,838.283333333333
1781671736,6,6,5,0,0.833333333333333,20268,0.0513647410730978,0.533333333333333
1782636986,139,139,139,0,1,908,0.957468685735651,23.8
1782724795,52,52,52,0,1,2991,0.858524957936063,1313.21666666667
1782797964,352,334,329,1,0.985029940119761,18544,0.13334268087493,103.35
1782979598,4411,4374,4366,6,0.99817101051669,16903,0.210039259674706,3313.68333333333
1783143181,18,18,18,0,1,7192,0.656524584034399,2.65
1783246429,63,61,61,2,1,2562,0.879977565900168,7.95
1783315554,70,67,67,0,1,2297,0.892503271639559,1267.08333333333
1783359828,46,46,46,0,1,3394,0.839362497663115,3.06666666666667
1783708977,2,2,2,0,1,13960,0.316788184707422,0.3
1783728282,5,5,5,0,1,11954,0.421620863712844,0.366666666666667
1783748343,7,7,7,0,1,10929,0.472938867077959,1.05
1783755721,23,23,23,0,1,6089,0.709197980931015,378.366666666667
1783851439,6,4,4,2,1,13105,0.38652084501776,0.683333333333333
1783898070,7,6,6,1,1,11795,0.444942979996261,1.1
1784392161,606,595,595,4,1,53,0.997569639184894,2760.35
1784486376,54,54,54,0,1,2868,0.864460646849878,3
1784655799,19,18,18,1,1,7351,0.654281174051225,0.85
1784881908,101,94,93,0,0.98936170212766,18205,0.149186763881099,12.55
1785016952,2,2,2,0,1,13960,0.316788184707422,0.15
1785091120,173,172,172,1,1,656,0.969246588147317,372.716666666667
1785145719,6,6,6,0,1,11428,0.448822209758833,0.883333333333333
1785214402,95,95,95,0,1,1512,0.929098896990092,7.2
1785355455,8,8,8,0,1,10474,0.496027294821462,60.45
1785538260,18,1,1,0,1,16715,0.218592260235558,1.98333333333333
1786114445,6,6,6,0,1,11428,0.448822209758833,0.266666666666667
1786205325,14,14,14,0,1,8276,0.603103383810058,1.75
1786539021,11,10,10,0,1,9930,0.532482707048046,2.08333333333333
1787075781,46,46,45,0,0.978260869565217,18882,0.117218171620864,5.08333333333333
1787121379,19,18,18,0,1,7351,0.654281174051225,31.5166666666667
1787244550,132,132,132,0,1,972,0.954477472424752,2899.23333333333
1787352648,83,80,80,2,1,1866,0.912834174612077,22.4
1787910990,42,42,42,0,1,3735,0.823471676948962,593.583333333333
1788174461,18,18,18,0,1,7192,0.656524584034399,2.8
1788969063,3,3,3,0,1,13185,0.358618433352028,3.68333333333333
1789076070,67,66,66,1,1,2322,0.890960927276126,3.55
1789466566,1,1,1,0,1,14959,0.252757524770985,0
1790157129,27,27,27,0,1,5418,0.742475229014769,1.25
1790578651,7,7,6,0,0.857142857142857,20185,0.0553841839596186,0.783333333333333
1790579696,19,16,16,0,1,7971,0.627313516545149,5.76666666666667
1790819161,59,48,48,0,1,3317,0.844971022621051,5.8
1790924351,5,4,4,1,1,13005,0.387595812301365,1.71666666666667
1790927577,9,8,8,1,1,10785,0.491961114226958,0.75
1791517046,2,2,2,0,1,13960,0.316788184707422,0.45
1791637554,34,34,34,0,1,4505,0.785801084314825,3.11666666666667
1792794636,4,3,3,0,1,13725,0.35347728547392,0.166666666666667
1793032934,2,2,2,0,1,13960,0.316788184707422,0.216666666666667
1793204618,4,4,4,0,1,12531,0.392269583099645,0.433333333333333
1793236022,15,14,14,1,1,8494,0.600766498410918,2.4
1793396129,6,6,6,0,1,11428,0.448822209758833,0.433333333333333
1793485315,12,12,12,0,1,8924,0.571555430921668,2.18333333333333
1793491002,53,53,53,0,1,2925,0.861469433538979,9.36666666666667
1793727795,29,29,29,0,1,5134,0.756262852869695,2.15
1793747955,22,19,19,3,1,7174,0.664376518975509,4.88333333333333
1794096357,22,1,1,0,1,16731,0.218078145447747,8.98333333333333
1794137812,39,39,39,0,1,3980,0.810805758085623,0.916666666666667
1794512604,2148,2129,2119,1,0.995302959135745,17403,0.186670405683305,631.866666666667
1794750823,3,2,2,0,1,14620,0.309169938306225,364.3
1796196612,15,12,12,0,1,9268,0.566461020751542,2.28333333333333
1796504125,22,22,22,0,1,6293,0.699523275378575,0.566666666666667
1797864056,25,25,25,0,1,5718,0.727051785380445,95.3833333333333
1798042358,488,487,486,1,0.997946611909651,16943,0.208169751355394,24.6
1798268712,22,22,22,0,1,6293,0.699523275378575,829.45
1798346093,42,42,42,0,1,3735,0.823471676948962,26.05
1798456002,25,25,25,0,1,5718,0.727051785380445,5.28333333333333
1798503597,65,65,65,0,1,2339,0.889091418956814,4.95
1798819625,37,37,35,0,0.945945945945946,19655,0.0813703495980557,7.71666666666667
1798878471,53,50,48,1,0.96,19433,0.0917461207702374,1487.05
1798928762,5,4,4,1,1,13005,0.387595812301365,1.18333333333333
1798997811,17,16,16,1,1,7899,0.628108057580856,1872.11666666667
1799064194,5,5,5,0,1,11954,0.421620863712844,20.4833333333333
1799401590,179,160,154,2,0.9625,19394,0.0936156290895494,2775.46666666667
1799723182,140,137,137,0,1,942,0.956019816788185,760.433333333333
1800247753,64,64,64,0,1,2398,0.88684800897364,1319.1
1800266552,4,3,3,1,1,13725,0.35347728547392,0.783333333333333
1800484508,27,23,23,1,1,6281,0.706346980744064,3.03333333333333
1800660380,81,80,75,1,0.9375,19733,0.0777715460833801,3.78333333333333
1800681348,66,66,66,0,1,2308,0.891568517479903,24.1666666666667
1800750475,90,87,87,2,1,1679,0.921480650588895,141.266666666667
1800781434,34,34,34,0,1,4505,0.785801084314825,1.51666666666667
1801064919,3,3,3,0,1,13185,0.358618433352028,0.383333333333333
1801151284,52,52,52,0,1,2991,0.858524957936063,6375.25
1801469117,96,94,94,1,1,1534,0.928164142830436,386.45
1801543218,372,369,368,0,0.997289972899729,17055,0.202888390353337,137.366666666667
1801611642,6,6,5,0,0.833333333333333,20268,0.0513647410730978,1.5
1801798487,2,1,1,0,1,15990,0.241073097775285,0.0166666666666667
1802119802,5,1,1,2,1,16465,0.227846326416153,0.233333333333333
1802620719,12,12,12,0,1,8924,0.571555430921668,2.9
1802786156,447,432,431,0,0.997685185185185,16983,0.206300243036082,20.55
1803676347,242,233,231,2,0.991416309012876,17957,0.160777715460834,572.8
1803679868,27,27,27,0,1,5418,0.742475229014769,284.366666666667
1804378954,7,7,7,0,1,10929,0.472938867077959,1.13333333333333
1804500081,117,73,39,44,0.534246575342466,20749,0.0302860347728547,5733.38333333333
1804515989,40,39,39,0,1,4050,0.809730790802019,9.78333333333333
1804527066,130,125,122,1,0.976,18995,0.112263974574687,5698.36666666667
1804946178,1,1,1,0,1,14959,0.252757524770985,0
1805001707,36,35,34,0,0.971428571428571,19150,0.104832679005422,9.85
1805020973,47,47,47,0,1,3320,0.842867825761825,4.75
1805464297,40,40,40,0,1,3886,0.815526266591886,4.53333333333333
1805920999,59,51,48,0,0.941176470588235,19693,0.0796410544026921,69.6833333333333
1805959201,465,451,449,0,0.995565410199557,17353,0.189007291082445,831.4
1806108418,30,18,14,0,0.777777777777778,20426,0.0453823144512993,60.8833333333333
1806313406,11,11,11,0,1,9291,0.55323424939241,62.05
1806323815,23,21,21,2,1,6720,0.685128061319873,4.15
1806671368,43,43,43,0,1,3647,0.827257431295569,36
1806868680,28,27,27,1,1,5512,0.74065245840344,303.133333333333
1807371208,11,11,9,0,0.818181818181818,20336,0.0495887081697514,1.28333333333333
1807477774,11,11,11,0,1,9291,0.55323424939241,0.583333333333333
1807850687,9,8,8,1,1,10785,0.491961114226958,1.38333333333333
1808385974,6,5,5,0,1,12377,0.417648158534305,4.15
1808580217,22,20,20,0,1,6921,0.675873995139278,1468.15
1808588350,16,12,12,4,1,9278,0.566133856795663,23.1166666666667
1808622418,1512,1487,1486,2,0.999327505043712,16768,0.216348850252384,3227.03333333333
1808889261,7,7,7,0,1,10929,0.472938867077959,4.2
1809164677,12,11,11,1,1,9561,0.550757150869321,1.83333333333333
1809533667,12,9,9,2,1,10443,0.511637689287717,1.86666666666667
1809711428,168,168,168,0,1,677,0.968311833987661,8.28333333333333
1809765127,956,952,951,3,0.998949579831933,16792,0.215227145260796,4374.16666666667
1810003203,120,119,119,0,1,1142,0.946532062067676,7238.95
1810278761,2,0,0,2,-1,21335,0.00154234436343242,7
1810295339,12,12,12,0,1,8924,0.571555430921668,72.1666666666667
1810500832,41,41,41,0,1,3813,0.819685922602356,2.68333333333333
1810644984,150,150,150,0,1,812,0.961862030286035,2768.63333333333
1810688816,55,55,55,0,1,2822,0.867264909328846,5.63333333333333
1810761734,8,1,1,0,1,16597,0.22279865395401,0.85
1810958801,71,23,23,0,1,6292,0.705973079080202,1314.48333333333
1811531814,3,3,3,0,1,13185,0.358618433352028,0.433333333333333
1811798334,1,1,1,0,1,14959,0.252757524770985,0
1812174577,101,100,100,1,1,1430,0.932791175920733,5.73333333333333
1812191527,1,1,1,0,1,14959,0.252757524770985,0
1812434062,37,36,34,0,0.944444444444444,19661,0.0811366610581417,6.55
1812504594,2,1,1,0,1,15990,0.241073097775285,0.1
1813214865,26,26,26,0,1,5577,0.735230884277435,2.45
1813259530,1,1,1,0,1,14959,0.252757524770985,0
1813274983,23,22,22,1,1,6431,0.697747242475229,2.8
1813306023,12,12,12,0,1,8924,0.571555430921668,1.08333333333333
1813494576,76,75,75,0,1,2013,0.905776780706674,17.1666666666667
1813519485,5,5,5,0,1,11954,0.421620863712844,0.666666666666667
1813571106,8,8,8,0,1,10474,0.496027294821462,1.86666666666667
1813596673,42,42,42,0,1,3735,0.823471676948962,232.383333333333
1813795318,9,9,9,0,1,10062,0.516171246962049,1.95
1813850433,13,13,13,0,1,8586,0.587539727051785,1.76666666666667
1813857818,107,107,106,0,0.990654205607477,18044,0.156524584034399,1369.7
1814082209,11,11,11,0,1,9291,0.55323424939241,1.01666666666667
1814315797,47,45,45,0,1,3548,0.833894185829127,47.7666666666667
1814327665,5,4,4,0,1,13005,0.387595812301365,11.6166666666667
1814516338,4,4,4,0,1,12531,0.392269583099645,0.516666666666667
1814632133,13,12,12,0,1,9169,0.568050102822958,1.41666666666667
1814870711,159,157,157,2,1,769,0.964105440269209,1214.01666666667
1815017194,14,14,14,0,1,8276,0.603103383810058,1.8
1815284449,374,371,369,1,0.994609164420485,17515,0.181435782389232,278.516666666667
1815751734,225,225,222,0,0.986666666666667,18418,0.139231632080763,74.8333333333333
1815920394,9,7,6,2,0.857142857142857,20217,0.0548700691718078,2.48333333333333
1816286779,4,4,4,0,1,12531,0.392269583099645,0.783333333333333
1816573484,52,52,52,0,1,2991,0.858524957936063,2.61666666666667
1816617205,14,13,13,1,1,8827,0.584828939988783,2.41666666666667
1816741348,10,7,7,0,1,11400,0.46695644045616,389.95
1816756730,278,278,278,0,1,297,0.986165638437091,13.8166666666667
1817273612,7,7,7,0,1,10929,0.472938867077959,0.333333333333333
1817501154,154,153,152,1,0.993464052287582,17690,0.173116470368293,13.5833333333333
1817549125,23,23,23,0,1,6089,0.709197980931015,1.51666666666667
1817598330,43,41,41,0,1,3869,0.818844643858665,72.7166666666667
1817651427,2,2,2,0,1,13960,0.316788184707422,0.516666666666667
1817855592,627,627,627,0,1,45,0.997943540848757,1235.15
1817855826,3,3,3,0,1,13185,0.358618433352028,699.35
1818011833,18,18,18,0,1,7192,0.656524584034399,1.13333333333333
1818258801,5,1,1,0,1,16465,0.227846326416153,0.366666666666667
1818337444,8,8,8,0,1,10474,0.496027294821462,2.83333333333333
